Gene stable ID	RefSeq peptide ID
ENSG00000153774	
ENSG00000274684	
ENSG00000153774	
ENSG00000056277	NP_060136
ENSG00000138814	
ENSG00000056277	
ENSG00000274684	
ENSG00000138814	
ENSG00000138814	
ENSG00000274684	
ENSG00000029363	NP_001373622
ENSG00000029363	NP_055554
ENSG00000029363	NP_001373630
ENSG00000029363	NP_001373629
ENSG00000029363	
ENSG00000029363	NP_001373623
ENSG00000029363	NP_001373626
ENSG00000029363	NP_001373633
ENSG00000029363	NP_001350588
ENSG00000153774	
ENSG00000101443	NP_006094
ENSG00000131759	
ENSG00000101443	
ENSG00000029363	
ENSG00000118620	NP_001166142
ENSG00000118620	NP_079465
ENSG00000101443	
ENSG00000101443	
ENSG00000118620	
ENSG00000118620	
ENSG00000101443	
ENSG00000029363	NP_001373632
ENSG00000029363	NP_001373625
ENSG00000029363	NP_001373624
ENSG00000029363	NP_001070909
ENSG00000029363	NP_001373631
ENSG00000028137	NP_001057
ENSG00000118620	
ENSG00000118620	
ENSG00000101446	NP_006643
ENSG00000029363	NP_001287967
ENSG00000196109	NP_001001411
ENSG00000028137	
ENSG00000196109	
ENSG00000100412	
ENSG00000029363	
ENSG00000100412	
ENSG00000029363	
ENSG00000100412	
ENSG00000029363	
ENSG00000198000	NP_060418
ENSG00000077514	NP_006582
ENSG00000249139	
ENSG00000029363	
ENSG00000100412	
ENSG00000100412	NP_001089
ENSG00000100412	
ENSG00000029363	
ENSG00000077514	NP_001350526
ENSG00000249139	NP_001185915
ENSG00000198208	NP_001357184
ENSG00000198208	NP_001357187
ENSG00000198208	NP_001357185
ENSG00000198208	NP_001357186
ENSG00000198208	NP_001357182
ENSG00000198208	NP_001357181
ENSG00000198208	NP_113652
ENSG00000100412	
ENSG00000100412	
ENSG00000273761	NP_065147
ENSG00000198208	
ENSG00000167232	
ENSG00000100412	
ENSG00000140876	NP_001230586
ENSG00000100412	
ENSG00000029363	
ENSG00000100412	
ENSG00000273761	
ENSG00000140876	NP_001099133
ENSG00000077514	
ENSG00000100412	
ENSG00000029363	
ENSG00000077514	
ENSG00000140876	
ENSG00000273761	
ENSG00000102595	NP_064506
ENSG00000100412	
ENSG00000167232	NP_003421
ENSG00000077514	
ENSG00000100412	
ENSG00000167232	NP_001287880
ENSG00000100412	
ENSG00000077514	
ENSG00000167232	
ENSG00000100412	
ENSG00000029363	NP_001373627
ENSG00000029363	NP_001070908
ENSG00000140876	NP_001230590
ENSG00000100412	
ENSG00000140876	
ENSG00000029363	
ENSG00000077514	
ENSG00000100412	
ENSG00000140876	NP_001230589
ENSG00000198208	
ENSG00000004766	
ENSG00000277401	NP_783297
ENSG00000277401	NP_001341943
ENSG00000277401	NP_001341944
ENSG00000277401	NP_001287954
ENSG00000277401	NP_003248
ENSG00000277401	NP_001341941
ENSG00000277401	NP_001317168
ENSG00000100412	
ENSG00000102595	
ENSG00000140287	NP_002103
ENSG00000198208	
ENSG00000273761	
ENSG00000101448	NP_065131
ENSG00000109270	NP_068805
ENSG00000176678	
ENSG00000198000	NP_001243323
ENSG00000004766	
ENSG00000198208	
ENSG00000170820	NP_000136
ENSG00000004766	
ENSG00000109270	NP_001230665
ENSG00000277401	
ENSG00000102595	
ENSG00000101448	NP_001289790
ENSG00000176678	NP_005241
ENSG00000140287	NP_001293075
ENSG00000277401	NP_001341942
ENSG00000277401	NP_001287955
ENSG00000273761	
ENSG00000170820	NP_852111
ENSG00000101448	
ENSG00000277401	
ENSG00000102595	
ENSG00000198208	
ENSG00000185352	NP_703157
ENSG00000198208	
ENSG00000170820	
ENSG00000198208	
ENSG00000004766	
ENSG00000077147	NP_064508
ENSG00000273761	
ENSG00000281883	
ENSG00000170820	
ENSG00000184517	NP_001305402
ENSG00000184517	NP_001305403
ENSG00000184517	NP_001305398
ENSG00000184517	NP_710155
ENSG00000155097	
ENSG00000278119	NP_001269401
ENSG00000198208	
ENSG00000004766	
ENSG00000275619	NP_115879
ENSG00000275619	
ENSG00000077147	
ENSG00000276886	NP_001178251
ENSG00000276886	NP_037504
ENSG00000276886	NP_001355648
ENSG00000184517	
ENSG00000140287	
ENSG00000276886	NP_001178252
ENSG00000109158	NP_001191195
ENSG00000109158	NP_001191196
ENSG00000109158	NP_000800
ENSG00000184517	NP_001305405
ENSG00000184517	NP_001305400
ENSG00000184517	NP_001305401
ENSG00000004766	
ENSG00000184517	
ENSG00000184517	NP_001305404
ENSG00000004766	NP_001244927
ENSG00000155097	
ENSG00000155097	
ENSG00000013016	NP_055415
ENSG00000155097	NP_001686
ENSG00000279956	
ENSG00000198000	
ENSG00000274542	NP_001177384
ENSG00000274542	NP_000737
ENSG00000139656	NP_076963
ENSG00000277377	NP_001121172
ENSG00000277377	NP_001002235
ENSG00000277377	NP_001002235
ENSG00000277377	NP_001121172
ENSG00000109158	
ENSG00000273398	
ENSG00000109158	
ENSG00000109158	
ENSG00000183655	NP_071925
ENSG00000277377	NP_001121176
ENSG00000277377	NP_001121175
ENSG00000277377	NP_001002236
ENSG00000277377	NP_001121173
ENSG00000277377	NP_001121177
ENSG00000277377	NP_001121176
ENSG00000277377	NP_001121175
ENSG00000277377	NP_001121177
ENSG00000277377	NP_001002236
ENSG00000277377	NP_001121173
ENSG00000277377	
ENSG00000277377	NP_001121178
ENSG00000277377	NP_001121174
ENSG00000277377	NP_000286
ENSG00000277377	NP_001121179
ENSG00000277377	NP_001121179
ENSG00000277377	NP_001121178
ENSG00000277377	NP_001121174
ENSG00000277377	NP_000286
ENSG00000277377	
ENSG00000277377	
ENSG00000276787	NP_055782
ENSG00000277377	
ENSG00000124116	
ENSG00000277377	
ENSG00000277377	
ENSG00000277377	
ENSG00000277377	
ENSG00000277377	
ENSG00000277377	
ENSG00000277614	NP_003011
ENSG00000277614	NP_001381208
ENSG00000277614	NP_001381207
ENSG00000277614	NP_001138229
ENSG00000283199	NP_001352384
ENSG00000277377	
ENSG00000100280	NP_001365494
ENSG00000100280	NP_001365493
ENSG00000100280	NP_001365491
ENSG00000100280	NP_001365492
ENSG00000100280	NP_001118
ENSG00000274821	
ENSG00000100280	
ENSG00000100280	NP_001365495
ENSG00000100280	NP_663782
ENSG00000274821	NP_006211
ENSG00000100280	NP_001159491
ENSG00000119630	NP_002623
ENSG00000119630	NP_001193941
ENSG00000277086	NP_060232
ENSG00000100280	
ENSG00000124116	
ENSG00000181026	NP_073604
ENSG00000277086	
ENSG00000119630	NP_001280572
ENSG00000100280	
ENSG00000124116	
ENSG00000181026	
ENSG00000275746	NP_057079
ENSG00000198000	
ENSG00000124116	NP_542181
ENSG00000198000	
ENSG00000275746	
ENSG00000106384	NP_835470
ENSG00000140836	NP_008816
ENSG00000198000	
ENSG00000106384	
ENSG00000276253	
ENSG00000140836	NP_001158238
ENSG00000119630	
ENSG00000185608	NP_001305080
ENSG00000185608	NP_003767
ENSG00000106384	NP_001274076
ENSG00000139626	NP_001401092
ENSG00000139626	NP_001401093
ENSG00000139626	NP_001401091
ENSG00000139626	NP_001401102
ENSG00000139626	NP_001401095
ENSG00000139626	NP_001401094
ENSG00000139626	NP_001401085
ENSG00000139626	NP_001401086
ENSG00000139626	NP_001401087
ENSG00000139626	NP_000880
ENSG00000139626	NP_001401089
ENSG00000139626	NP_001401088
ENSG00000140836	NP_001373664
ENSG00000198000	
ENSG00000139626	
ENSG00000198000	NP_001317651
ENSG00000151012	NP_055146
ENSG00000198000	
ENSG00000130939	NP_006039
ENSG00000151012	
ENSG00000139626	NP_001401096
ENSG00000139626	NP_001401090
ENSG00000139626	NP_001401100
ENSG00000139626	NP_001401099
ENSG00000139626	NP_001401098
ENSG00000139626	NP_001401101
ENSG00000198000	
ENSG00000198000	
ENSG00000130939	NP_001397673
ENSG00000139626	
ENSG00000198000	
ENSG00000198000	
ENSG00000130939	NP_001099032
ENSG00000166012	
ENSG00000198000	
ENSG00000130939	
ENSG00000198000	
ENSG00000198000	
ENSG00000130939	
ENSG00000104490	NP_114430
ENSG00000198000	
ENSG00000249319	
ENSG00000185989	NP_001307750
ENSG00000185989	NP_001307751
ENSG00000185989	NP_031394
ENSG00000198000	
ENSG00000198000	
ENSG00000130939	
ENSG00000198000	
ENSG00000139626	
ENSG00000139626	
ENSG00000198000	
ENSG00000139626	
ENSG00000186529	NP_001186138
ENSG00000186529	NP_001186137
ENSG00000118922	NP_001387081
ENSG00000118922	NP_001387080
ENSG00000118922	NP_001387077
ENSG00000118922	NP_001387075
ENSG00000118922	NP_009180
ENSG00000168411	NP_001357466
ENSG00000168411	NP_001357465
ENSG00000168411	NP_001357468
ENSG00000168411	NP_001357463
ENSG00000168411	NP_060594
ENSG00000166012	
ENSG00000118922	NP_001387079
ENSG00000118922	NP_001387082
ENSG00000118922	NP_001387076
ENSG00000118922	NP_001387078
ENSG00000118922	NP_001387068
ENSG00000118922	NP_001387065
ENSG00000118922	NP_001387070
ENSG00000104490	NP_001035715
ENSG00000104490	NP_001035718
ENSG00000249242	NP_001340383
ENSG00000119718	NP_055054
ENSG00000168411	NP_001357469
ENSG00000168411	NP_001357472
ENSG00000168411	NP_001357471
ENSG00000168411	NP_001357464
ENSG00000104490	
ENSG00000249242	NP_001340384
ENSG00000249242	NP_001073975
ENSG00000186529	NP_000887
ENSG00000104490	
ENSG00000249242	
ENSG00000119718	
ENSG00000249242	
ENSG00000166012	
ENSG00000186529	
ENSG00000168411	
ENSG00000119718	
ENSG00000104490	
ENSG00000119718	
ENSG00000104490	
ENSG00000186529	NP_001356625
ENSG00000104490	
ENSG00000168411	
ENSG00000104490	
ENSG00000186529	
ENSG00000168411	
ENSG00000104490	
ENSG00000168411	
ENSG00000131759	NP_000955
ENSG00000166012	
ENSG00000166012	
ENSG00000131759	NP_001138773
ENSG00000131759	NP_001138774
ENSG00000104490	
ENSG00000166012	
ENSG00000104490	
ENSG00000139291	NP_060749
ENSG00000104490	
ENSG00000104490	
ENSG00000139291	
ENSG00000139291	
ENSG00000104490	
ENSG00000104490	
ENSG00000139291	
ENSG00000104490	
ENSG00000166012	NP_077021
ENSG00000139291	
ENSG00000127472	NP_000920
ENSG00000139291	
ENSG00000104490	
ENSG00000131759	
ENSG00000104490	
ENSG00000104490	
ENSG00000166012	
ENSG00000131759	NP_001019980
ENSG00000104490	
ENSG00000166012	
ENSG00000104490	
ENSG00000166012	
ENSG00000106809	NP_077727
ENSG00000106809	NP_054776
ENSG00000104490	
ENSG00000131759	
ENSG00000106809	NP_148935
ENSG00000115421	NP_075045
ENSG00000106809	
ENSG00000104490	NP_001035720
ENSG00000104490	NP_001035717
ENSG00000104490	NP_001035719
ENSG00000104490	NP_001035716
ENSG00000104490	NP_001035714
ENSG00000126353	NP_001829
ENSG00000277424	
ENSG00000126353	NP_001288646
ENSG00000126353	NP_001288645
ENSG00000126353	NP_001288647
ENSG00000186187	NP_115644
ENSG00000138468	NP_065705
ENSG00000133101	
ENSG00000126353	NP_001288643
ENSG00000186187	
ENSG00000133101	NP_001104516
ENSG00000133101	NP_001104517
ENSG00000186187	
ENSG00000186187	
ENSG00000186187	
ENSG00000186187	
ENSG00000141744	
ENSG00000133101	NP_001400852
ENSG00000133101	NP_001104515
ENSG00000133101	
ENSG00000140873	
ENSG00000101457	NP_443183
ENSG00000101457	
ENSG00000101457	
ENSG00000138468	NP_001269732
ENSG00000101457	
ENSG00000101457	
ENSG00000141744	NP_002677
ENSG00000138468	NP_001070671
ENSG00000141744	
ENSG00000138468	NP_001269730
ENSG00000198033	NP_005992
ENSG00000138468	
ENSG00000197372	
ENSG00000106819	NP_060150
ENSG00000106819	NP_060150
ENSG00000197372	
ENSG00000197372	
ENSG00000138468	NP_001269731
ENSG00000197372	NP_612203
ENSG00000115421	
ENSG00000106819	NP_001180264
ENSG00000106819	NP_001180264
ENSG00000138468	
ENSG00000197372	
ENSG00000106819	
ENSG00000115421	
ENSG00000197372	
ENSG00000106819	
ENSG00000115421	
ENSG00000197372	
ENSG00000197372	
ENSG00000123178	NP_065189
ENSG00000123178	NP_001120954
ENSG00000167914	
ENSG00000167914	NP_835465
ENSG00000140873	NP_001313287
ENSG00000140873	NP_955387
ENSG00000167914	
ENSG00000100033	
ENSG00000277424	
ENSG00000140873	
ENSG00000277424	NP_001120676
ENSG00000140873	
ENSG00000104537	NP_001003954
ENSG00000277424	
ENSG00000104537	NP_004297
ENSG00000104537	
ENSG00000161638	NP_002196
ENSG00000161638	
ENSG00000213996	NP_001001524
ENSG00000277424	NP_001273200
ENSG00000282705	NP_001338129
ENSG00000282705	NP_001264254
ENSG00000282705	NP_001264254
ENSG00000277424	
ENSG00000119684	NP_055196
ENSG00000277424	
ENSG00000134853	NP_001334757
ENSG00000134853	NP_001334759
ENSG00000134853	NP_006197
ENSG00000134853	NP_001334758
ENSG00000277424	
ENSG00000119684	NP_001035197
ENSG00000277424	
ENSG00000119684	
ENSG00000134853	
ENSG00000119684	
ENSG00000100033	NP_001355179
ENSG00000277424	
ENSG00000119684	
ENSG00000277424	NP_001273199
ENSG00000277424	
ENSG00000119684	
ENSG00000277424	NP_001273197
ENSG00000277424	NP_002125
ENSG00000103187	NP_066972
ENSG00000172057	NP_001307732
ENSG00000172057	NP_644809
ENSG00000277424	NP_001120678
ENSG00000134853	
ENSG00000119684	
ENSG00000175063	NP_001268671
ENSG00000172057	NP_001307731
ENSG00000103187	
ENSG00000161638	
ENSG00000134853	NP_001334756
ENSG00000161638	
ENSG00000172057	
ENSG00000103187	
ENSG00000134853	
ENSG00000119684	
ENSG00000277424	NP_001273196
ENSG00000277424	NP_001120677
ENSG00000134853	
ENSG00000277424	NP_001273198
ENSG00000119684	
ENSG00000134853	
ENSG00000172057	NP_001307730
ENSG00000172057	
ENSG00000112414	NP_065188
ENSG00000172057	
ENSG00000100033	NP_001182155
ENSG00000119640	NP_001289546
ENSG00000100033	NP_057419
ENSG00000111058	
ENSG00000064607	
ENSG00000112414	NP_001027567
ENSG00000100033	
ENSG00000278178	
ENSG00000100033	
ENSG00000278178	
ENSG00000100033	
ENSG00000119640	
ENSG00000278776	NP_001382225
ENSG00000278776	NP_001382225
ENSG00000112414	NP_001027566
ENSG00000119640	NP_001098
ENSG00000171199	NP_001289736
ENSG00000171199	NP_067048
ENSG00000119640	NP_001289545
ENSG00000119640	
ENSG00000112414	NP_940971
ENSG00000119640	
ENSG00000112414	
ENSG00000119703	
ENSG00000112414	
ENSG00000175063	NP_001268670
ENSG00000112414	
ENSG00000184220	NP_115735
ENSG00000184220	
ENSG00000112414	
ENSG00000119703	
ENSG00000119703	
ENSG00000119703	NP_001317120
ENSG00000184220	
ENSG00000119703	
ENSG00000131746	NP_116254
ENSG00000136098	
ENSG00000175063	NP_861515
ENSG00000131746	
ENSG00000102978	NP_116558
ENSG00000184220	NP_001161396
ENSG00000119703	NP_001035895
ENSG00000184220	
ENSG00000119703	
ENSG00000184220	
ENSG00000136098	NP_001411197
ENSG00000136098	NP_001411198
ENSG00000136098	NP_001411195
ENSG00000136098	NP_001411194
ENSG00000136098	NP_689933
ENSG00000172461	NP_006572
ENSG00000119703	NP_078919
ENSG00000119703	
ENSG00000119703	
ENSG00000136098	NP_001411193
ENSG00000136098	NP_001411199
ENSG00000136098	NP_001411186
ENSG00000136098	NP_001411200
ENSG00000136098	NP_001411183
ENSG00000136098	NP_001411188
ENSG00000136098	NP_001411184
ENSG00000136098	NP_002489
ENSG00000243811	NP_001350710
ENSG00000282228	
ENSG00000188820	NP_001263389
ENSG00000119703	
ENSG00000119703	
ENSG00000119703	
ENSG00000188820	NP_001010919
ENSG00000188820	
ENSG00000282228	NP_057153
ENSG00000175063	NP_008950
ENSG00000136098	
ENSG00000136098	
ENSG00000243811	NP_689639
ENSG00000243811	
ENSG00000136098	
ENSG00000175063	
ENSG00000282228	
ENSG00000175063	NP_861516
ENSG00000282228	
ENSG00000136098	
ENSG00000278699	
ENSG00000282228	
ENSG00000282228	
ENSG00000136098	
ENSG00000102978	
ENSG00000023287	NP_055596
ENSG00000282228	
ENSG00000282228	
ENSG00000111058	NP_001317172
ENSG00000111058	NP_078836
ENSG00000170348	NP_006818
ENSG00000023287	NP_001077086
ENSG00000282228	
ENSG00000175063	NP_861517
ENSG00000172301	NP_060875
ENSG00000111058	NP_001317171
ENSG00000023287	
ENSG00000006715	NP_055211
ENSG00000172301	NP_001317105
ENSG00000023287	
ENSG00000261972	
ENSG00000165115	NP_001340999
ENSG00000165115	NP_001340998
ENSG00000165115	NP_001341000
ENSG00000165115	NP_060046
ENSG00000278699	NP_997238
ENSG00000278699	NP_997238
ENSG00000114021	NP_064587
ENSG00000172301	
ENSG00000023287	
ENSG00000170348	
ENSG00000278699	
ENSG00000023287	
ENSG00000172301	
ENSG00000172301	
ENSG00000006715	NP_542198
ENSG00000278699	
ENSG00000165115	NP_001258857
ENSG00000023287	
ENSG00000165115	NP_001258856
ENSG00000111058	
ENSG00000165115	
ENSG00000023287	
ENSG00000006715	
ENSG00000165115	
ENSG00000137478	
ENSG00000134769	
ENSG00000112175	NP_001316683
ENSG00000112175	NP_001316685
ENSG00000112175	NP_066551
ENSG00000006715	
ENSG00000006715	
ENSG00000134769	NP_001185874
ENSG00000101470	NP_003270
ENSG00000114021	
ENSG00000165118	NP_115683
ENSG00000134769	NP_001373692
ENSG00000134769	NP_001373693
ENSG00000134769	NP_001373695
ENSG00000131471	NP_003725
ENSG00000101470	
ENSG00000134769	NP_001383
ENSG00000134769	NP_001373704
ENSG00000114021	
ENSG00000006715	
ENSG00000006715	
ENSG00000118900	
ENSG00000114021	
ENSG00000168143	NP_001010872
ENSG00000131471	
ENSG00000134769	NP_116761
ENSG00000134769	NP_001373689
ENSG00000134769	NP_001373683
ENSG00000134769	NP_001373684
ENSG00000134769	NP_001373686
ENSG00000134769	NP_001373685
ENSG00000165118	NP_001304926
ENSG00000064607	NP_001017392
ENSG00000134769	
ENSG00000165118	
ENSG00000134769	NP_001373691
ENSG00000134769	NP_116757
ENSG00000006715	
ENSG00000123500	
ENSG00000131471	
ENSG00000134769	NP_001373690
ENSG00000168612	NP_542170
ENSG00000006715	
ENSG00000131471	
ENSG00000137478	
ENSG00000131471	
ENSG00000134769	
ENSG00000131471	NP_001264661
ENSG00000165078	
ENSG00000064607	
ENSG00000134769	
ENSG00000123500	
ENSG00000137478	NP_055639
ENSG00000123500	
ENSG00000134769	NP_001373702
ENSG00000134769	NP_001373700
ENSG00000137478	
ENSG00000134769	
ENSG00000131471	NP_001264660
ENSG00000123500	NP_001411036
ENSG00000123500	NP_001411035
ENSG00000123500	NP_000484
ENSG00000134769	
ENSG00000064607	
ENSG00000137478	
ENSG00000123500	
ENSG00000134769	
ENSG00000064607	NP_001308626
ENSG00000064607	NP_055699
ENSG00000137478	
ENSG00000134769	
ENSG00000134769	NP_001373697
ENSG00000134769	NP_001373698
ENSG00000137478	
ENSG00000134769	
ENSG00000137478	
ENSG00000134769	
ENSG00000134769	NP_001373699
ENSG00000134769	NP_001373701
ENSG00000215193	
ENSG00000064607	
ENSG00000215193	NP_001121121
ENSG00000215193	NP_060399
ENSG00000137478	
ENSG00000167779	
ENSG00000215193	NP_001186248
ENSG00000134769	
ENSG00000131482	NP_001257326
ENSG00000134769	
ENSG00000064607	NP_001339000
ENSG00000100665	NP_006206
ENSG00000134769	
ENSG00000134769	
ENSG00000064607	NP_001308627
ENSG00000064607	NP_001308628
ENSG00000164035	NP_057326
ENSG00000064607	
ENSG00000164035	NP_001153166
ENSG00000134769	NP_001185867
ENSG00000134769	NP_001373682
ENSG00000100665	NP_001275961
ENSG00000064607	
ENSG00000100665	NP_001275962
ENSG00000164035	
ENSG00000064607	
ENSG00000166025	
ENSG00000001629	NP_061877
ENSG00000131482	NP_000142
ENSG00000131482	
ENSG00000188488	
ENSG00000134769	
ENSG00000001629	
ENSG00000134769	NP_001373705
ENSG00000134769	NP_001121647
ENSG00000134769	NP_001373706
ENSG00000165078	NP_065094
ENSG00000001629	
ENSG00000118939	NP_005993
ENSG00000165078	
ENSG00000118939	NP_001257881
ENSG00000164035	
ENSG00000134769	NP_001185868
ENSG00000001629	
ENSG00000250878	
ENSG00000164035	
ENSG00000134769	NP_001185869
ENSG00000134769	NP_001373694
ENSG00000134769	
ENSG00000134769	
ENSG00000001629	
ENSG00000134769	
ENSG00000134769	
ENSG00000134769	NP_001373696
ENSG00000167779	NP_002169
ENSG00000134769	
ENSG00000167779	
ENSG00000167779	
ENSG00000099937	NP_000176
ENSG00000167779	
ENSG00000179399	NP_004457
ENSG00000079931	NP_056344
ENSG00000099937	
ENSG00000155087	NP_077721
ENSG00000155087	
ENSG00000179399	
ENSG00000079931	
ENSG00000079931	
ENSG00000159884	NP_001182129
ENSG00000166025	NP_001287936
ENSG00000159884	NP_777583
ENSG00000166025	NP_570899
ENSG00000276726	NP_005138
ENSG00000138029	
ENSG00000159884	NP_001182146
ENSG00000159884	
ENSG00000276726	NP_001273445
ENSG00000276726	NP_001128582
ENSG00000105825	NP_001257933
ENSG00000105825	NP_001257932
ENSG00000105825	NP_006519
ENSG00000099940	NP_004773
ENSG00000105825	
ENSG00000159884	NP_001182130
ENSG00000159884	
ENSG00000118900	NP_001072982
ENSG00000099940	
ENSG00000105825	
ENSG00000134769	NP_001382
ENSG00000134769	NP_116760
ENSG00000118900	NP_001275585
ENSG00000276726	
ENSG00000134769	
ENSG00000105825	
ENSG00000134769	NP_001373687
ENSG00000134769	NP_001373688
ENSG00000172867	NP_000414
ENSG00000105825	
ENSG00000134769	
ENSG00000276726	
ENSG00000118900	
ENSG00000134769	
ENSG00000163285	NP_775807
ENSG00000134769	NP_001373703
ENSG00000134769	NP_001185870
ENSG00000134769	NP_001373724
ENSG00000118900	
ENSG00000134769	NP_001373717
ENSG00000188488	
ENSG00000134769	
ENSG00000099942	NP_005198
ENSG00000134769	NP_001381
ENSG00000118900	
ENSG00000099942	
ENSG00000254535	NP_001108206
ENSG00000254535	NP_001350514
ENSG00000164758	NP_542382
ENSG00000118900	
ENSG00000276726	
ENSG00000214414	NP_001258871
ENSG00000214414	NP_001139634
ENSG00000276726	
ENSG00000274779	NP_055102
ENSG00000164758	NP_001269915
ENSG00000214414	
ENSG00000188488	
ENSG00000274779	
ENSG00000188488	
ENSG00000188488	
ENSG00000154102	
ENSG00000137135	
ENSG00000145283	NP_932069
ENSG00000137135	
ENSG00000177425	NP_002574
ENSG00000177425	NP_001341661
ENSG00000177425	
ENSG00000188488	NP_000615
ENSG00000177425	NP_001341662
ENSG00000137135	NP_116207
ENSG00000154102	
ENSG00000274779	
ENSG00000188488	
ENSG00000124207	NP_001243064
ENSG00000154102	
ENSG00000164066	
ENSG00000177425	
ENSG00000154102	NP_996850
ENSG00000177425	
ENSG00000121039	NP_742034
ENSG00000188488	
ENSG00000188488	
ENSG00000184436	NP_085050
ENSG00000274779	
ENSG00000154102	
ENSG00000121039	
ENSG00000124207	NP_001349691
ENSG00000124207	NP_001307
ENSG00000154102	
ENSG00000121039	
ENSG00000188488	
ENSG00000188488	
ENSG00000184436	NP_001008695
ENSG00000273259	
ENSG00000111110	NP_065751
ENSG00000185787	
ENSG00000196136	
ENSG00000134769	
ENSG00000134769	
ENSG00000134769	NP_001185871
ENSG00000165556	NP_001341629
ENSG00000165556	NP_001256
ENSG00000134769	
ENSG00000103241	NP_001442
ENSG00000134769	
ENSG00000134769	
ENSG00000183463	NP_001099047
ENSG00000134769	NP_116762
ENSG00000134769	NP_116763
ENSG00000196136	
ENSG00000134769	NP_001185873
ENSG00000164066	NP_056508
ENSG00000134769	
ENSG00000196136	NP_001371601
ENSG00000196136	NP_001076
ENSG00000134769	
ENSG00000134769	
ENSG00000060656	NP_005695
ENSG00000196136	NP_001371602
ENSG00000196136	NP_001371603
ENSG00000134769	NP_001185872
ENSG00000261972	NP_001177087
ENSG00000261972	NP_001177087
ENSG00000100207	NP_001365347
ENSG00000100207	NP_005641
ENSG00000276896	NP_001337849
ENSG00000100207	
ENSG00000196136	
ENSG00000100207	NP_852469
ENSG00000196136	
ENSG00000060656	NP_573439
ENSG00000196136	
ENSG00000166004	NP_203753
ENSG00000100207	
ENSG00000213999	NP_001139257
ENSG00000060656	NP_001181930
ENSG00000261972	NP_659461
ENSG00000261972	NP_659461
ENSG00000100207	
ENSG00000276896	
ENSG00000261972	
ENSG00000100207	
ENSG00000166004	
ENSG00000164066	
ENSG00000164066	
ENSG00000261972	NP_001137157
ENSG00000261972	NP_001137157
ENSG00000166004	
ENSG00000164066	
ENSG00000139644	
ENSG00000213999	NP_005910
ENSG00000213999	NP_001354211
ENSG00000166004	
ENSG00000060656	NP_573438
ENSG00000261972	
ENSG00000164066	
ENSG00000213999	
ENSG00000261972	
ENSG00000213999	
ENSG00000166004	
ENSG00000261972	
ENSG00000166004	
ENSG00000213999	
ENSG00000262243	
ENSG00000166634	NP_536722
ENSG00000198467	
ENSG00000166634	NP_001294857
ENSG00000205863	
ENSG00000205863	
ENSG00000171451	NP_115536
ENSG00000205863	NP_001007538
ENSG00000166446	NP_689555
ENSG00000166446	
ENSG00000288716	NP_001401631
ENSG00000166446	
ENSG00000166446	
ENSG00000287694	
ENSG00000274336	NP_037531
ENSG00000274336	NP_001185983
ENSG00000287694	
ENSG00000138029	NP_000174
ENSG00000274336	
ENSG00000138029	
ENSG00000274336	
ENSG00000138029	
ENSG00000138029	
ENSG00000196705	NP_001306055
ENSG00000196705	
ENSG00000196705	
ENSG00000274336	
ENSG00000196705	NP_001306056
ENSG00000196705	NP_001306053
ENSG00000196705	NP_597730
ENSG00000185787	NP_006782
ENSG00000274336	NP_001185984
ENSG00000164961	NP_055661
ENSG00000274336	NP_001185985
ENSG00000196705	
ENSG00000183793	NP_001264254
ENSG00000274336	
ENSG00000183793	
ENSG00000274336	
ENSG00000183793	NP_001338129
ENSG00000274336	
ENSG00000164659	NP_001136221
ENSG00000274336	
ENSG00000274336	
ENSG00000274336	
ENSG00000269307	
ENSG00000274336	
ENSG00000164961	NP_001317538
ENSG00000164659	
ENSG00000178301	NP_001350406
ENSG00000178301	NP_766627
ENSG00000138029	NP_001268441
ENSG00000185787	NP_996670
ENSG00000138029	NP_001268442
ENSG00000170967	NP_001001711
ENSG00000100528	NP_005767
ENSG00000164961	
ENSG00000156709	
ENSG00000100528	
ENSG00000156709	NP_665811
ENSG00000156709	
ENSG00000156709	
ENSG00000163867	NP_009098
ENSG00000100528	
ENSG00000164659	
ENSG00000156709	NP_001124318
ENSG00000100528	
ENSG00000100528	
ENSG00000163867	
ENSG00000163867	
ENSG00000139644	
ENSG00000100528	
ENSG00000164659	NP_001278919
ENSG00000164659	NP_001278920
ENSG00000164659	NP_689961
ENSG00000100528	
ENSG00000164659	
ENSG00000163867	
ENSG00000112249	NP_006819
ENSG00000164659	
ENSG00000141391	
ENSG00000171307	NP_115703
ENSG00000278494	NP_060897
ENSG00000156709	NP_001124319
ENSG00000197360	NP_001092096
ENSG00000164659	
ENSG00000278494	
ENSG00000151470	NP_775758
ENSG00000164659	
ENSG00000197360	
ENSG00000278494	
ENSG00000151470	
ENSG00000197360	
ENSG00000278494	NP_001287993
ENSG00000112249	
ENSG00000197360	
ENSG00000171307	
ENSG00000151470	
ENSG00000189280	NP_005259
ENSG00000112249	NP_001271200
ENSG00000278494	
ENSG00000151470	
ENSG00000151470	NP_001093253
ENSG00000077498	NP_000363
ENSG00000273651	NP_001355009
ENSG00000273651	NP_001355007
ENSG00000273651	NP_001337848
ENSG00000100336	NP_001373814
ENSG00000182141	NP_067092
ENSG00000112249	
ENSG00000100336	
ENSG00000100336	
ENSG00000131748	NP_006795
ENSG00000100336	
ENSG00000182141	
ENSG00000182141	NP_001284489
ENSG00000182141	NP_001284490
ENSG00000158528	
ENSG00000156709	
ENSG00000182141	
