Gene stable ID	Transcript stable ID	Protein stable ID	UCSC Stable ID
ENSG00000225791	ENST00000662922		uc287yfg.1
ENSG00000196739	ENST00000494090	ENSP00000432928	uc064vft.1
ENSG00000225791	ENST00000664753		uc288axg.1
ENSG00000225791	ENST00000667402		uc288euk.1
ENSG00000129636	ENST00000544001	ENSP00000441062	uc010vgh.3
ENSG00000225791	ENST00000664404		uc288ajx.1
ENSG00000284218	ENST00000639656	ENSP00000492706	
ENSG00000125877	ENST00000399838	ENSP00000382732	uc031rsg.2
ENSG00000225791	ENST00000653877		uc287kyj.1
ENSG00000138801	ENST00000502431		uc062yvq.1
ENSG00000284218	ENST00000642866	ENSP00000494219	
ENSG00000225791	ENST00000653743		uc287ktf.1
ENSG00000125877	ENST00000461029		uc061vdg.1
ENSG00000225791	ENST00000605910		uc063pam.2
ENSG00000129636	ENST00000565262	ENSP00000457665	uc059tvn.1
ENSG00000196739	ENST00000485397		uc064vfu.1
ENSG00000138801	ENST00000514489		uc062yvr.1
ENSG00000225791	ENST00000453216		uc063pak.2
ENSG00000125877	ENST00000472295		uc061vdh.1
ENSG00000196739	ENST00000477421		uc064vfv.1
ENSG00000138801	ENST00000506544		uc062yvs.1
ENSG00000225791	ENST00000657776		uc287qqw.1
ENSG00000129636	ENST00000564825		uc059tvq.1
ENSG00000288373	ENST00000640496	ENSP00000500312	
ENSG00000042088	ENST00000393452	ENSP00000377098	uc010atn.4
ENSG00000288373	ENST00000638852	ENSP00000500182	
ENSG00000274867	ENST00000621124		uc286ycu.1
ENSG00000128298	ENST00000381669	ENSP00000371085	uc003auw.5
ENSG00000138801	ENST00000512641		uc062yvt.1
ENSG00000196739	ENST00000494780		uc064vfw.1
ENSG00000275550	ENST00000614561		uc286yax.1
ENSG00000277287	ENST00000621919		uc061vdm.1
ENSG00000129636	ENST00000569551		uc059tvs.1
ENSG00000285838	ENST00000647954		uc285yrr.1
ENSG00000201294	ENST00000364424		uc021vzy.1
ENSG00000138801	ENST00000504987		uc062yvu.1
ENSG00000285838	ENST00000662357		uc287xjr.1
ENSG00000226632	ENST00000430836		uc286sbu.1
ENSG00000196739	ENST00000490831		uc064vfx.1
ENSG00000128298	ENST00000428572	ENSP00000410074	uc062edh.1
ENSG00000285838	ENST00000660461		uc287upe.1
ENSG00000201346	ENST00000364476		uc061vdo.1
ENSG00000251636	ENST00000515150		uc062ynk.1
ENSG00000129636	ENST00000563350		uc059tvt.1
ENSG00000288237	ENST00000673432		
ENSG00000284282	ENST00000640588	ENSP00000492263	
ENSG00000288577	ENST00000673815		uc288mlz.1
ENSG00000285838	ENST00000660159		uc287udq.1
ENSG00000042088	ENST00000554180	ENSP00000450872	uc059efj.1
ENSG00000196739	ENST00000468565		uc011lxn.3
ENSG00000274364	ENST00000614396		uc061wbo.1
ENSG00000219253	ENST00000406279		uc286yhq.1
ENSG00000128298	ENST00000679603	ENSP00000506595	uc288zpn.1
ENSG00000270842	ENST00000604332		uc286vpg.1
ENSG00000284282	ENST00000639550	ENSP00000492514	
ENSG00000235313	ENST00000421894		uc061wce.1
ENSG00000279790	ENST00000623164		uc063ppe.1
ENSG00000231744	ENST00000440419		uc287dyl.1
ENSG00000128298	ENST00000680818		uc289bkd.1
ENSG00000230613	ENST00000412178		uc031rsr.1
ENSG00000233967	ENST00000452402		uc063psx.2
ENSG00000128298	ENST00000681104	ENSP00000505891	uc289bvc.1
ENSG00000288237	ENST00000673194		
ENSG00000233967	ENST00000427048		uc063psy.2
ENSG00000233967	ENST00000443221		uc063psz.1
ENSG00000129636	ENST00000565940	ENSP00000459192	uc059tvu.1
ENSG00000278276	ENST00000611296		uc061wch.1
ENSG00000233967	ENST00000656173		uc287ohx.1
ENSG00000201770	ENST00000364900		uc061wci.1
ENSG00000272541	ENST00000607119		uc021zbg.2
ENSG00000129636	ENST00000563730	ENSP00000455630	uc059tvw.1
ENSG00000284161	ENST00000638831	ENSP00000492375	
ENSG00000173077	ENST00000648852		uc286cea.1
ENSG00000173077	ENST00000649565		uc286ceb.1
ENSG00000284161	ENST00000644765	ENSP00000494400	
ENSG00000261689	ENST00000568249		uc286mum.1
ENSG00000288237	ENST00000672067		
ENSG00000173077	ENST00000647996		uc286cec.1
ENSG00000288237	ENST00000672029		
ENSG00000125968	ENST00000376105	ENSP00000365273	uc002wwh.3
ENSG00000067221	ENST00000541638	ENSP00000442478	uc002awe.6
ENSG00000042088	ENST00000393454	ENSP00000377099	uc001xxz.4
ENSG00000161179	ENST00000464015		uc062bzg.1
ENSG00000173077	ENST00000649121		uc286ced.1
ENSG00000284487	ENST00000640448	ENSP00000491876	
ENSG00000284487	ENST00000639463	ENSP00000492059	
ENSG00000042088	ENST00000553617	ENSP00000450708	uc059efk.1
ENSG00000288237	ENST00000672299		
ENSG00000284316	ENST00000639732	ENSP00000491386	
ENSG00000282278	ENST00000507166	ENSP00000423325	uc003haa.4
ENSG00000284316	ENST00000639637	ENSP00000492626	
ENSG00000288237	ENST00000671693		
ENSG00000288237	ENST00000672543		
ENSG00000288237	ENST00000671958		
ENSG00000042088	ENST00000335725	ENSP00000337353	uc001xxy.5
ENSG00000125968	ENST00000376112	ENSP00000365280	uc002wwg.4
ENSG00000229565	ENST00000442020		uc062zfd.1
ENSG00000154845	ENST00000400556	ENSP00000383402	uc002koe.4
ENSG00000288237	ENST00000672919		
ENSG00000284493	ENST00000640255	ENSP00000492456	
ENSG00000229565	ENST00000655867		uc287nwg.1
ENSG00000264395	ENST00000578262		uc021wbt.1
ENSG00000042088	ENST00000555565		uc059efl.1
ENSG00000284493	ENST00000638444	ENSP00000491120	
ENSG00000229565	ENST00000658473		uc287rrj.1
ENSG00000288428	ENST00000672416		
ENSG00000288367	ENST00000672489		
ENSG00000288361	ENST00000672587		
ENSG00000229565	ENST00000668180		uc288fyd.1
ENSG00000229565	ENST00000663617		uc287zfu.1
ENSG00000173077	ENST00000374016		uc004bjk.2
ENSG00000229565	ENST00000669974		uc288ior.1
ENSG00000283826	ENST00000638809	ENSP00000500001	
ENSG00000042088	ENST00000556867	ENSP00000452279	uc059efm.1
ENSG00000283826	ENST00000639322	ENSP00000500247	
ENSG00000173077	ENST00000484171		uc064vhd.2
ENSG00000173077	ENST00000647970		uc286cee.1
ENSG00000250920	ENST00000652710		uc287jfp.1
ENSG00000042088	ENST00000553569		uc059efn.1
ENSG00000173077	ENST00000477580		uc064vhc.1
ENSG00000042088	ENST00000553527	ENSP00000451358	uc059efo.1
ENSG00000067221	ENST00000564777	ENSP00000456343	uc002awg.5
ENSG00000283855	ENST00000639157	ENSP00000492451	
ENSG00000250920	ENST00000509399		uc062yrj.1
ENSG00000173077	ENST00000614246		uc064vhe.1
ENSG00000042088	ENST00000553989	ENSP00000452333	uc059efp.1
ENSG00000283855	ENST00000643647	ENSP00000493473	
ENSG00000250920	ENST00000669002		uc288hdq.1
ENSG00000161179	ENST00000292778	ENSP00000292778	uc002zvb.5
ENSG00000250920	ENST00000656698		uc287pbx.1
ENSG00000067221	ENST00000561480		uc059lfr.1
ENSG00000250920	ENST00000662651		uc287xuw.1
ENSG00000161179	ENST00000468686		uc062bzh.1
ENSG00000250920	ENST00000664047		uc287zwg.1
ENSG00000250920	ENST00000668906		uc288gzy.1
ENSG00000250920	ENST00000671183		uc288kiq.1
ENSG00000154845	ENST00000400555	ENSP00000383401	uc002kod.3
ENSG00000042088	ENST00000545686	ENSP00000444587	uc059efq.1
ENSG00000284559	ENST00000640662	ENSP00000491078	
ENSG00000284559	ENST00000642325	ENSP00000495871	
ENSG00000042088	ENST00000555178	ENSP00000452363	uc059efr.1
ENSG00000042088	ENST00000556498	ENSP00000452183	uc059efs.1
ENSG00000251170	ENST00000514327		uc062yrm.1
ENSG00000284548	ENST00000638391	ENSP00000492407	
ENSG00000161179	ENST00000415762	ENSP00000402481	uc002zvc.4
ENSG00000284548	ENST00000638803	ENSP00000491526	
ENSG00000042088	ENST00000555880	ENSP00000450628	uc059eft.1
ENSG00000251170	ENST00000505680		uc062yrn.1
ENSG00000251170	ENST00000671148		uc288khh.1
ENSG00000283934	ENST00000639480	ENSP00000491064	
ENSG00000042088	ENST00000557782	ENSP00000451767	uc059efu.1
ENSG00000283934	ENST00000638543	ENSP00000492471	
ENSG00000251588	ENST00000508893		uc286vge.1
ENSG00000131055	ENST00000376075	ENSP00000365243	uc002wwj.3
ENSG00000161179	ENST00000473985		uc062bzi.1
ENSG00000042088	ENST00000556063	ENSP00000450795	uc059efv.1
ENSG00000154845	ENST00000582594		uc060ngi.1
ENSG00000253412	ENST00000517613		uc286kqj.1
ENSG00000131055	ENST00000490030		uc061wcj.1
ENSG00000161179	ENST00000482998		uc062bzj.1
ENSG00000284330	ENST00000639728	ENSP00000491153	
ENSG00000236559	ENST00000412972		uc061wcm.1
ENSG00000284330	ENST00000645488	ENSP00000496000	
ENSG00000281376	ENST00000629058		uc061wcn.1
ENSG00000136942	ENST00000373570	ENSP00000362671	uc064vqk.1
ENSG00000161179	ENST00000398873	ENSP00000381847	uc002zvd.4
ENSG00000067221	ENST00000561656	ENSP00000456853	uc031qsr.2
ENSG00000211945	ENST00000390605	ENSP00000375014	uc059gfw.1
ENSG00000065615	ENST00000369681	ENSP00000358695	uc003pkf.5
ENSG00000238275	ENST00000451621		uc286kqt.1
ENSG00000136942	ENST00000493018	ENSP00000437215	uc064vql.1
ENSG00000065615	ENST00000369679	ENSP00000358693	uc063pvn.1
ENSG00000258081	ENST00000550024		uc059ajj.1
ENSG00000136942	ENST00000487431		uc064vqm.1
ENSG00000065615	ENST00000479164		uc063pvo.1
ENSG00000224995	ENST00000441949		uc003pji.4
ENSG00000258081	ENST00000552303		uc059ajk.1
ENSG00000258081	ENST00000664825		uc288azy.1
ENSG00000258081	ENST00000656336		uc287ooe.1
ENSG00000136942	ENST00000348462	ENSP00000259469	uc004boy.3
ENSG00000284454	ENST00000639127	ENSP00000492434	
ENSG00000253883	ENST00000521488		uc286kqp.1
ENSG00000286607	ENST00000653313		uc287kcs.1
ENSG00000284454	ENST00000645293	ENSP00000495255	
ENSG00000161180	ENST00000607942	ENSP00000476296	uc011aih.2
ENSG00000136942	ENST00000495728		uc064vqo.1
ENSG00000284454	ENST00000644019	ENSP00000494129	
ENSG00000067221	ENST00000359750	ENSP00000352788	uc010bje.5
ENSG00000231475	ENST00000438142	ENSP00000395656	uc059ggg.1
ENSG00000136942	ENST00000629845	ENSP00000486088	uc064vqn.1
ENSG00000284454	ENST00000644668	ENSP00000494499	
ENSG00000161180	ENST00000425975	ENSP00000401637	uc062bzk.1
ENSG00000067221	ENST00000563229		uc059lfs.1
ENSG00000233081	ENST00000442072		uc064ugd.1
ENSG00000234789	ENST00000455074		uc064wlt.1
ENSG00000154845	ENST00000285124	ENSP00000285124	uc060ngj.1
ENSG00000227412	ENST00000423835		uc287dqd.1
ENSG00000067221	ENST00000565240	ENSP00000455690	uc059lft.1
ENSG00000228248	ENST00000448540		uc287dow.1
ENSG00000165496	ENST00000298283	ENSP00000298283	uc001wwg.6
ENSG00000215210	ENST00000434705		uc287dci.1
ENSG00000154845	ENST00000579609		uc060ngk.1
ENSG00000067221	ENST00000566081	ENSP00000458091	uc059lfu.1
ENSG00000226047	ENST00000427833		uc064uyh.1
ENSG00000161180	ENST00000292779	ENSP00000292779	uc002zve.5
ENSG00000154845	ENST00000578329		uc060ngl.1
ENSG00000275017	ENST00000622148		uc287drm.1
ENSG00000273342	ENST00000609038		uc062bzl.1
ENSG00000154845	ENST00000578010		uc060ngm.1
ENSG00000276210	ENST00000618204		uc032bnj.2
ENSG00000067221	ENST00000567052		uc059lfv.1
ENSG00000234840	ENST00000436786		uc003zpq.1
ENSG00000154845	ENST00000584754		uc060ngn.1
ENSG00000276210	ENST00000611530		uc059ggc.1
ENSG00000067221	ENST00000562453	ENSP00000455246	uc059lfw.1
ENSG00000234840	ENST00000433645		uc064skr.1
ENSG00000154845	ENST00000577667		uc060ngo.1
ENSG00000234840	ENST00000669551		uc288hyq.1
ENSG00000154845	ENST00000583438		uc060ngp.1
ENSG00000067221	ENST00000567876		uc059lfx.1
ENSG00000154845	ENST00000583988		uc060ngq.1
ENSG00000231460	ENST00000423440		uc064sky.1
ENSG00000154845	ENST00000578557		uc060ngr.1
ENSG00000128228	ENST00000248958	ENSP00000248958	uc002zvf.5
ENSG00000067221	ENST00000316911	ENSP00000319384	uc002awh.4
ENSG00000128228	ENST00000466935		uc062bzm.1
ENSG00000067221	ENST00000316900	ENSP00000319323	uc010uld.3
ENSG00000212102	ENST00000390813		uc021wmk.1
ENSG00000283871	ENST00000385018		uc011aii.1
ENSG00000284630	ENST00000641967		uc286taj.1
ENSG00000284651	ENST00000641933		uc286tak.1
ENSG00000284654	ENST00000641242		uc286tal.1
ENSG00000284621	ENST00000641337		uc286tam.1
ENSG00000259545	ENST00000560630		uc286lki.1
ENSG00000272954	ENST00000610143		uc062bzo.1
ENSG00000259353	ENST00000558042		uc059jsj.1
ENSG00000109046	ENST00000262394	ENSP00000262394	uc002gzd.3
ENSG00000109046	ENST00000583742	ENSP00000462365	uc060ctz.1
ENSG00000154845	ENST00000580583		uc060ngs.1
ENSG00000154845	ENST00000578875	ENSP00000462621	uc060ngt.1
ENSG00000100023	ENST00000680463		uc289awn.1
ENSG00000154845	ENST00000578178		uc060ngv.1
ENSG00000154845	ENST00000579638		uc060ngw.1
ENSG00000154845	ENST00000583903		uc060ngx.1
ENSG00000154845	ENST00000584074	ENSP00000463459	uc060ngy.1
ENSG00000154845	ENST00000579415		uc060ngz.1
ENSG00000065833	ENST00000369705	ENSP00000358719	uc003pjy.5
ENSG00000154845	ENST00000581250	ENSP00000462399	uc060nha.1
ENSG00000109046	ENST00000467843		uc002gzf.2
ENSG00000154845	ENST00000580745	ENSP00000463345	uc060nhb.1
ENSG00000109046	ENST00000579733	ENSP00000461991	uc010crf.2
ENSG00000154845	ENST00000582933		uc060nhc.1
ENSG00000109046	ENST00000583193	ENSP00000462595	uc060cua.1
ENSG00000154845	ENST00000580182	ENSP00000464394	uc060nhd.1
ENSG00000154845	ENST00000582240	ENSP00000463909	uc060nhe.1
ENSG00000241697	ENST00000374879	ENSP00000364013	uc004baz.4
ENSG00000109046	ENST00000583786		uc060cub.1
ENSG00000154845	ENST00000581835	ENSP00000462161	uc060nhf.1
ENSG00000109046	ENST00000584354		uc060cuc.1
ENSG00000109046	ENST00000581185	ENSP00000464109	uc010vzy.2
ENSG00000234269	ENST00000430854		uc287dvd.1
ENSG00000154845	ENST00000583092	ENSP00000462485	uc060nhg.1
ENSG00000154845	ENST00000577779		uc060nhh.1
ENSG00000154845	ENST00000580283		uc060nhi.1
ENSG00000109046	ENST00000427287	ENSP00000416112	uc010vzz.2
ENSG00000164924	ENST00000395957	ENSP00000379287	uc064pcn.1
ENSG00000154845	ENST00000577393		uc060nhj.1
ENSG00000109046	ENST00000581089		uc060cud.1
ENSG00000164924	ENST00000395956	ENSP00000379286	uc003yjv.3
ENSG00000136826	ENST00000497048		uc004bdf.3
ENSG00000109046	ENST00000348811	ENSP00000327055	uc002gze.2
ENSG00000136826	ENST00000493306		uc064uyp.1
ENSG00000138663	ENST00000509093	ENSP00000425976	uc010ijx.4
ENSG00000109046	ENST00000582208	ENSP00000463621	uc060cue.1
ENSG00000109046	ENST00000584114	ENSP00000462900	uc060cuf.1
ENSG00000164924	ENST00000353245	ENSP00000309503	uc003yjx.3
ENSG00000164924	ENST00000523848	ENSP00000428860	uc064pco.1
ENSG00000109046	ENST00000487603		uc060cug.1
ENSG00000109046	ENST00000583096		uc060cuh.1
ENSG00000164924	ENST00000522542	ENSP00000430072	uc064pcp.1
ENSG00000164924	ENST00000521309	ENSP00000429623	uc011lhg.2
ENSG00000164924	ENST00000522819	ENSP00000428775	uc064pcq.1
ENSG00000164924	ENST00000395953	ENSP00000379283	uc064pcr.1
ENSG00000138663	ENST00000264389	ENSP00000264389	uc003hoa.5
ENSG00000060982	ENST00000261192	ENSP00000261192	uc001rgd.6
ENSG00000164924	ENST00000395948	ENSP00000379278	uc064pcs.1
ENSG00000285443	ENST00000647126	ENSP00000494648	
ENSG00000291928	ENST00000709225	ENSP00000517565	
ENSG00000138663	ENST00000511891		uc062xvd.1
ENSG00000291928	ENST00000709226	ENSP00000517566	
ENSG00000291928	ENST00000709227	ENSP00000517567	
ENSG00000138663	ENST00000509317	ENSP00000425486	uc062xve.1
ENSG00000291928	ENST00000709228	ENSP00000517568	
ENSG00000291928	ENST00000709229		
ENSG00000060982	ENST00000538118	ENSP00000440817	uc001rgc.4
ENSG00000164924	ENST00000395951	ENSP00000379281	uc011lhe.2
ENSG00000138663	ENST00000510801		uc062xvf.1
ENSG00000291929	ENST00000709230	ENSP00000517569	
ENSG00000291929	ENST00000709231	ENSP00000517570	
ENSG00000291929	ENST00000709232		
ENSG00000138663	ENST00000506443		uc062xvg.1
ENSG00000291930	ENST00000709233	ENSP00000517571	
ENSG00000291930	ENST00000709234	ENSP00000517572	
ENSG00000291930	ENST00000709235		
ENSG00000138663	ENST00000507376	ENSP00000426788	uc062xvh.1
ENSG00000291930	ENST00000709236	ENSP00000517573	
ENSG00000060982	ENST00000342945	ENSP00000339805	uc001rge.5
ENSG00000291930	ENST00000709237	ENSP00000517574	
ENSG00000138663	ENST00000503682	ENSP00000424791	uc062xvi.1
ENSG00000133027	ENST00000582268		uc060bwy.1
ENSG00000136826	ENST00000374672	ENSP00000363804	uc004bdg.5
ENSG00000164924	ENST00000419477	ENSP00000395114	uc011lhf.2
ENSG00000138663	ENST00000511653	ENSP00000424655	uc062xvj.1
ENSG00000291931	ENST00000709238	ENSP00000517575	
ENSG00000291931	ENST00000709239	ENSP00000517576	
ENSG00000164924	ENST00000521607	ENSP00000430058	uc064pct.1
ENSG00000138663	ENST00000511708		uc062xvk.1
ENSG00000136826	ENST00000411706		uc064uyr.1
ENSG00000291931	ENST00000709240	ENSP00000517577	
ENSG00000060982	ENST00000539282	ENSP00000443459	uc010six.3
ENSG00000291931	ENST00000709241	ENSP00000517578	
ENSG00000138663	ENST00000504274		uc062xvl.1
ENSG00000291931	ENST00000709242	ENSP00000517579	
ENSG00000146143	ENST00000370687	ENSP00000483201	uc032wza.2
ENSG00000138190	ENST00000671701	ENSP00000500529	uc288lcg.1
ENSG00000136826	ENST00000420475	ENSP00000404922	uc064uys.1
ENSG00000060982	ENST00000543099		uc058lzc.1
ENSG00000291931	ENST00000709243		
ENSG00000248259	ENST00000514859		uc286vka.1
ENSG00000291931	ENST00000709244		
ENSG00000146143	ENST00000274891	ENSP00000485304	uc003pdv.3
ENSG00000291931	ENST00000709245		
ENSG00000138190	ENST00000672817	ENSP00000500468	uc288ltg.1
ENSG00000246774	ENST00000500526		uc032ttj.1
ENSG00000291931	ENST00000709246	ENSP00000517580	
ENSG00000251081	ENST00000508555		uc062yvm.1
ENSG00000291931	ENST00000709247		
ENSG00000291931	ENST00000709248		
ENSG00000249614	ENST00000510505		uc062yrl.2
ENSG00000146143	ENST00000419977		uc063pha.1
ENSG00000291931	ENST00000709249	ENSP00000517581	
ENSG00000060982	ENST00000539780	ENSP00000440827	uc010siy.3
ENSG00000291931	ENST00000709250		
ENSG00000164924	ENST00000480304		uc064pcu.1
ENSG00000291931	ENST00000709251	ENSP00000517582	
ENSG00000138190	ENST00000371543	ENSP00000360598	uc001kif.5
ENSG00000291931	ENST00000709252		
ENSG00000164924	ENST00000518736		uc064pcv.1
ENSG00000291931	ENST00000709253		
ENSG00000291931	ENST00000709254	ENSP00000517583	
ENSG00000164924	ENST00000517727		uc064pcw.1
ENSG00000248820	ENST00000503440		uc286vrd.1
ENSG00000291932	ENST00000709255		
ENSG00000136826	ENST00000610832	ENSP00000483629	uc064uyq.1
ENSG00000291933	ENST00000709256		
ENSG00000164924	ENST00000521328	ENSP00000429041	uc064pcx.1
ENSG00000282764	ENST00000633629		
ENSG00000291934	ENST00000709257		
ENSG00000248488	ENST00000512491		uc286vtl.1
ENSG00000060982	ENST00000544418		uc058lze.1
ENSG00000291945	ENST00000709293		
ENSG00000282178	ENST00000633847		
ENSG00000138190	ENST00000260762	ENSP00000260762	uc001kig.4
ENSG00000291945	ENST00000709294		
ENSG00000060982	ENST00000612790	ENSP00000481749	uc058lzf.1
ENSG00000282372	ENST00000633872		
ENSG00000291935	ENST00000709258		
ENSG00000233860	ENST00000452412		uc062xmv.1
ENSG00000164924	ENST00000418997	ENSP00000416551	uc064pcy.1
ENSG00000291936	ENST00000709259	ENSP00000517584	
ENSG00000060982	ENST00000546285	ENSP00000438593	uc058lzg.1
ENSG00000233860	ENST00000666924		uc288ecd.1
ENSG00000138190	ENST00000497262		uc057uwm.1
ENSG00000133027	ENST00000484838		uc060bwz.1
ENSG00000291936	ENST00000709260	ENSP00000517585	
ENSG00000282271	ENST00000633045		
ENSG00000233860	ENST00000660459		uc287upc.1
ENSG00000133027	ENST00000490392		uc060bxa.1
ENSG00000291936	ENST00000709261	ENSP00000517586	
ENSG00000060982	ENST00000355164		uc058lzi.1
ENSG00000233860	ENST00000669577		uc288hzq.1
ENSG00000290497	ENST00000633229		
ENSG00000164924	ENST00000437293	ENSP00000394880	uc064pcz.1
ENSG00000146143	ENST00000671770	ENSP00000500602	uc288lde.1
ENSG00000138190	ENST00000495132	ENSP00000435649	uc057uwn.1
ENSG00000233860	ENST00000668373		uc288gfo.1
ENSG00000215386	ENST00000635845		uc285tax.2
ENSG00000233860	ENST00000666047		uc288cuo.1
ENSG00000291937	ENST00000709262		
ENSG00000138190	ENST00000458552	ENSP00000398982	uc057uwo.1
ENSG00000138190	ENST00000371552	ENSP00000360607	uc001kie.4
ENSG00000291938	ENST00000709263	ENSP00000517587	
ENSG00000291938	ENST00000709264	ENSP00000517588	
ENSG00000164924	ENST00000523131	ENSP00000428381	uc064pda.1
ENSG00000291938	ENST00000709265		
ENSG00000291938	ENST00000709266	ENSP00000517589	
ENSG00000138190	ENST00000443748	ENSP00000396206	uc009xuc.4
ENSG00000164924	ENST00000523938	ENSP00000430219	uc064pdb.1
ENSG00000291938	ENST00000709267		
ENSG00000291938	ENST00000709268		
ENSG00000291938	ENST00000709269		
ENSG00000164924	ENST00000492736		uc064pdc.1
ENSG00000291939	ENST00000709270		
ENSG00000291939	ENST00000709271	ENSP00000517590	
ENSG00000291939	ENST00000709272	ENSP00000517591	
ENSG00000166478	ENST00000396604	ENSP00000379849	uc057yxn.1
ENSG00000291939	ENST00000709273	ENSP00000517592	
ENSG00000141968	ENST00000304076	ENSP00000302269	uc010dva.3
ENSG00000291939	ENST00000709274	ENSP00000517593	
ENSG00000291939	ENST00000709275		
ENSG00000291939	ENST00000709276	ENSP00000517594	
ENSG00000164924	ENST00000395958	ENSP00000379288	uc003yjw.4
ENSG00000291944	ENST00000709288	ENSP00000517599	
ENSG00000291944	ENST00000709289	ENSP00000517600	
ENSG00000167157	ENST00000372469	ENSP00000361547	uc004byh.5
ENSG00000291944	ENST00000709290	ENSP00000517601	
ENSG00000291944	ENST00000709291		
ENSG00000223918	ENST00000446460		uc287dwm.1
ENSG00000291944	ENST00000709292	ENSP00000517602	
ENSG00000291940	ENST00000709277		
ENSG00000291940	ENST00000709278		
ENSG00000291940	ENST00000709279		
ENSG00000291940	ENST00000709280		
ENSG00000164924	ENST00000457309	ENSP00000398599	uc010mbr.3
ENSG00000291941	ENST00000709281	ENSP00000517595	
ENSG00000291941	ENST00000709282	ENSP00000517596	
ENSG00000166478	ENST00000396602	ENSP00000379847	uc001mhr.4
ENSG00000291941	ENST00000709283	ENSP00000517597	
ENSG00000291941	ENST00000709284	ENSP00000517598	
ENSG00000291941	ENST00000709285		
ENSG00000291942	ENST00000709286		
ENSG00000141968	ENST00000602142	ENSP00000472929	uc002mfu.4
ENSG00000291946	ENST00000709295	ENSP00000517603	
ENSG00000291946	ENST00000709296	ENSP00000517604	
ENSG00000166478	ENST00000530463	ENSP00000432154	uc009yfu.4
ENSG00000291943	ENST00000709287		
ENSG00000292232	ENST00000710288	ENSP00000518178	
ENSG00000166478	ENST00000533542	ENSP00000434922	uc057yxo.1
ENSG00000081014	ENST00000561441	ENSP00000453112	uc010ufi.3
ENSG00000141968	ENST00000596764	ENSP00000469450	uc010xjh.3
ENSG00000166478	ENST00000532577	ENSP00000433221	uc057yxp.1
ENSG00000141968	ENST00000599806	ENSP00000472803	uc002mfv.2
ENSG00000141968	ENST00000594082		uc060smb.1
ENSG00000166478	ENST00000396597	ENSP00000379843	uc010rby.3
ENSG00000131966	ENST00000545307	ENSP00000438183	uc059bxt.1
ENSG00000166478	ENST00000438144	ENSP00000409432	uc057yxq.1
ENSG00000146143	ENST00000672107	ENSP00000500708	uc288lih.1
ENSG00000146143	ENST00000615550	ENSP00000484105	uc032wzb.3
ENSG00000166478	ENST00000496276	ENSP00000431306	uc057yxr.1
ENSG00000166478	ENST00000526657	ENSP00000435881	uc057yxs.1
ENSG00000146143	ENST00000490313		uc063phb.1
ENSG00000166478	ENST00000299606	ENSP00000299606	uc057yxt.1
ENSG00000141968	ENST00000597967		uc060smc.1
ENSG00000155011	ENST00000285311	ENSP00000285311	uc003hyi.5
ENSG00000166478	ENST00000534265	ENSP00000433743	uc057yxu.1
ENSG00000166478	ENST00000412390	ENSP00000388628	uc057yxv.1
ENSG00000146143	ENST00000470638		uc063phd.1
ENSG00000146143	ENST00000550475	ENSP00000485395	uc063phe.1
ENSG00000155011	ENST00000510534		uc062yvk.1
ENSG00000166478	ENST00000414370	ENSP00000395221	uc057yxw.1
ENSG00000279127	ENST00000624993		uc063ozf.1
ENSG00000135070	ENST00000375991	ENSP00000365159	uc004aop.5
ENSG00000166478	ENST00000417726	ENSP00000392323	uc057yxx.1
ENSG00000270521	ENST00000605180		uc286yfz.1
ENSG00000224605	ENST00000434493		uc063qde.1
ENSG00000166478	ENST00000527597		uc057yxy.1
ENSG00000122870	ENST00000373886	ENSP00000362993	uc001jki.3
ENSG00000213809	ENST00000240618	ENSP00000240618	uc009zhj.5
ENSG00000155011	ENST00000513208	ENSP00000421255	uc010ilw.2
ENSG00000166478	ENST00000447186	ENSP00000401493	uc057yxz.1
ENSG00000141968	ENST00000601452		uc060smd.1
ENSG00000081014	ENST00000561393	ENSP00000452711	uc059jex.1
ENSG00000141968	ENST00000600396		uc060sme.1
ENSG00000166478	ENST00000532305		uc057yyb.1
ENSG00000135070	ENST00000311534	ENSP00000339003	uc064ubu.1
ENSG00000122870	ENST00000476684		uc057tjt.1
ENSG00000155011	ENST00000510463	ENSP00000423797	uc062yvl.1
ENSG00000141968	ENST00000598270		uc060smf.1
ENSG00000184486	ENST00000328345	ENSP00000329170	uc003ppe.6
ENSG00000255347	ENST00000525564		uc286gzw.1
ENSG00000122870	ENST00000263103	ENSP00000263103	uc057tjv.1
ENSG00000135070	ENST00000637705	ENSP00000489740	uc286bzv.1
ENSG00000081014	ENST00000558439	ENSP00000452712	uc059jew.1
ENSG00000227215	ENST00000451856		uc063pty.1
ENSG00000281880	ENST00000643436		uc285izc.1
ENSG00000286564	ENST00000664352		uc288ahx.1
ENSG00000281880	ENST00000646959		uc285izd.1
ENSG00000135070	ENST00000326094	ENSP00000365157	uc064ubv.1
ENSG00000226578	ENST00000432530		uc057suk.1
ENSG00000218713	ENST00000394808		uc286ydu.1
ENSG00000281880	ENST00000645942		uc285ize.1
ENSG00000141968	ENST00000539284	ENSP00000443242	uc060sma.1
ENSG00000285443	ENST00000646695	ENSP00000494798	
ENSG00000181705	ENST00000326971		uc286yif.1
ENSG00000281880	ENST00000642237		uc285izf.1
ENSG00000213609	ENST00000452821		uc286geh.1
ENSG00000281880	ENST00000644607		uc285izg.1
ENSG00000229485	ENST00000446298		uc286fyk.1
