Gene stable ID	Transcript stable ID	Protein stable ID
ENSG00000207628	ENST00000384896	
ENSG00000252291	ENST00000516482	
ENSG00000259791	ENST00000566449	
ENSG00000212214	ENST00000390912	
ENSG00000261227	ENST00000577171	
ENSG00000261227	ENST00000561802	
ENSG00000207151	ENST00000384422	
ENSG00000163512	ENST00000429369	ENSP00000403133
ENSG00000163512	ENST00000479665	ENSP00000419371
ENSG00000163512	ENST00000295748	
ENSG00000163512	ENST00000476174	
ENSG00000163512	ENST00000492044	
ENSG00000163512	ENST00000463512	
ENSG00000163512	ENST00000334100	ENSP00000335609
ENSG00000163512	ENST00000488978	
ENSG00000163512	ENST00000470234	
ENSG00000163512	ENST00000420543	ENSP00000391696
ENSG00000163512	ENST00000457172	ENSP00000389577
ENSG00000163512	ENST00000414162	ENSP00000412820
ENSG00000163512	ENST00000462936	
ENSG00000163512	ENST00000415852	ENSP00000416380
ENSG00000197275	ENST00000336148	ENSP00000336606
ENSG00000197275	ENST00000519348	
ENSG00000197275	ENST00000518358	
ENSG00000197275	ENST00000463267	ENSP00000430808
ENSG00000197275	ENST00000523192	
ENSG00000197275	ENST00000518998	ENSP00000430570
ENSG00000197275	ENST00000523839	ENSP00000428554
ENSG00000197275	ENST00000297592	ENSP00000430153
ENSG00000207320	ENST00000384590	
ENSG00000223912	ENST00000427807	
ENSG00000201660	ENST00000364790	
ENSG00000265284	ENST00000579149	
ENSG00000261774	ENST00000568483	
ENSG00000100003	ENST00000428195	ENSP00000387781
ENSG00000100003	ENST00000617837	ENSP00000482467
ENSG00000100003	ENST00000619483	
ENSG00000100003	ENST00000416523	
ENSG00000100003	ENST00000437022	ENSP00000388719
ENSG00000100003	ENST00000452649	ENSP00000388888
ENSG00000100003	ENST00000615189	ENSP00000478755
ENSG00000100003	ENST00000405717	ENSP00000385186
ENSG00000100003	ENST00000402592	ENSP00000383882
ENSG00000100003	ENST00000459728	
ENSG00000100003	ENST00000429917	ENSP00000407857
ENSG00000100003	ENST00000415072	ENSP00000399596
ENSG00000100003	ENST00000484486	
ENSG00000100003	ENST00000485482	
ENSG00000100003	ENST00000464335	
ENSG00000100003	ENST00000483116	
ENSG00000100003	ENST00000620251	
ENSG00000263652	ENST00000580117	
ENSG00000170162	ENST00000352536	ENSP00000305405
ENSG00000170162	ENST00000326274	ENSP00000320957
ENSG00000207332	ENST00000384602	
ENSG00000261436	ENST00000565506	
ENSG00000261436	ENST00000565133	
ENSG00000261436	ENST00000661803	
ENSG00000261436	ENST00000659433	
ENSG00000261436	ENST00000661470	
ENSG00000261436	ENST00000661762	
ENSG00000261436	ENST00000668278	
ENSG00000261436	ENST00000660937	
ENSG00000239333	ENST00000463595	
ENSG00000278218	ENST00000615595	
ENSG00000207025	ENST00000384298	
ENSG00000265144	ENST00000584298	
ENSG00000169371	ENST00000567134	ENSP00000456224
ENSG00000169371	ENST00000308588	ENSP00000309831
ENSG00000169371	ENST00000564644	ENSP00000454852
ENSG00000169371	ENST00000564675	ENSP00000458053
ENSG00000169371	ENST00000567437	
ENSG00000169371	ENST00000568078	ENSP00000457562
ENSG00000169371	ENST00000569817	ENSP00000456260
ENSG00000169371	ENST00000564086	ENSP00000456742
ENSG00000169371	ENST00000568162	ENSP00000457093
ENSG00000169371	ENST00000563793	ENSP00000455894
ENSG00000169371	ENST00000563875	ENSP00000455649
ENSG00000200852	ENST00000363982	
ENSG00000252367	ENST00000516558	
ENSG00000252978	ENST00000517169	
ENSG00000206716	ENST00000383989	
ENSG00000132646	ENST00000379143	ENSP00000368438
ENSG00000132646	ENST00000379160	ENSP00000368458
ENSG00000252486	ENST00000516677	
ENSG00000206639	ENST00000383912	
ENSG00000206733	ENST00000384006	
ENSG00000207122	ENST00000384394	
ENSG00000206983	ENST00000384256	
ENSG00000221466	ENST00000408539	
ENSG00000252411	ENST00000516602	
ENSG00000264618	ENST00000581157	
ENSG00000225234	ENST00000453806	
ENSG00000263730	ENST00000580135	
ENSG00000238730	ENST00000459221	
ENSG00000206896	ENST00000384169	
ENSG00000287583	ENST00000658302	
ENSG00000212560	ENST00000391258	
ENSG00000199226	ENST00000362356	
ENSG00000235403	ENST00000437132	
ENSG00000238131	ENST00000418679	
ENSG00000238131	ENST00000668442	
ENSG00000277721	ENST00000616060	
ENSG00000278838	ENST00000612254	
ENSG00000200702	ENST00000363832	
ENSG00000202495	ENST00000365625	
ENSG00000228799	ENST00000445279	
ENSG00000228799	ENST00000449405	
ENSG00000284616	ENST00000641871	
ENSG00000221716	ENST00000408789	
ENSG00000234359	ENST00000485699	
ENSG00000207758	ENST00000385025	
ENSG00000229459	ENST00000414915	
ENSG00000207768	ENST00000385034	
ENSG00000207785	ENST00000385051	
ENSG00000208015	ENST00000385280	
ENSG00000211538	ENST00000390204	
ENSG00000239057	ENST00000458843	
ENSG00000259283	ENST00000558730	
ENSG00000270749	ENST00000604520	
ENSG00000283766	ENST00000640435	
ENSG00000207970	ENST00000385235	
ENSG00000227404	ENST00000423953	
ENSG00000272080	ENST00000606349	
ENSG00000244006	ENST00000475891	
ENSG00000227007	ENST00000448901	
ENSG00000157911	ENST00000288774	ENSP00000288774
ENSG00000157911	ENST00000447513	ENSP00000407922
ENSG00000157911	ENST00000650293	ENSP00000497980
ENSG00000157911	ENST00000507596	ENSP00000424291
ENSG00000157911	ENST00000510434	ENSP00000423051
ENSG00000157911	ENST00000508384	ENSP00000464289
ENSG00000157911	ENST00000515760	
ENSG00000157911	ENST00000502666	ENSP00000461951
ENSG00000157911	ENST00000514502	ENSP00000425924
ENSG00000271009	ENST00000604855	
ENSG00000281593	ENST00000442800	ENSP00000456371
ENSG00000284567	ENST00000385204	
ENSG00000212434	ENST00000391132	
ENSG00000287578	ENST00000668456	
ENSG00000287578	ENST00000658251	
ENSG00000287578	ENST00000654453	
ENSG00000275335	ENST00000619508	
ENSG00000266328	ENST00000583537	
ENSG00000211991	ENST00000390702	
ENSG00000199601	ENST00000362731	
ENSG00000244485	ENST00000478088	
ENSG00000169075	ENST00000469424	
ENSG00000283334	ENST00000636519	
ENSG00000218180	ENST00000406156	
ENSG00000201447	ENST00000364577	
ENSG00000285776	ENST00000647846	
ENSG00000273788	ENST00000365612	
ENSG00000172554	ENST00000452177	ENSP00000412249
ENSG00000172554	ENST00000450962	ENSP00000401997
ENSG00000172554	ENST00000308624	ENSP00000311837
ENSG00000172554	ENST00000407292	ENSP00000385020
ENSG00000172554	ENST00000463442	
ENSG00000172554	ENST00000475201	
ENSG00000172554	ENST00000467759	
ENSG00000172554	ENST00000494178	
ENSG00000172554	ENST00000498321	
ENSG00000172554	ENST00000489646	
ENSG00000172554	ENST00000471239	
ENSG00000172554	ENST00000472606	
ENSG00000005020	ENST00000345317	ENSP00000005587
ENSG00000005020	ENST00000489977	
ENSG00000005020	ENST00000468712	
ENSG00000005020	ENST00000495802	
ENSG00000005020	ENST00000432747	ENSP00000408163
ENSG00000005020	ENST00000490456	
ENSG00000005020	ENST00000497511	
ENSG00000005020	ENST00000481204	
ENSG00000005020	ENST00000487720	
ENSG00000283622	ENST00000637458	
ENSG00000202183	ENST00000365313	
ENSG00000239745	ENST00000474043	
ENSG00000283435	ENST00000637766	
ENSG00000236920	ENST00000418652	
ENSG00000200635	ENST00000363765	
ENSG00000273707	ENST00000631604	ENSP00000488761
ENSG00000273707	ENST00000616138	ENSP00000484462
ENSG00000273707	ENST00000313407	ENSP00000321019
ENSG00000273707	ENST00000633020	ENSP00000488786
ENSG00000273707	ENST00000631746	
ENSG00000201826	ENST00000364956	
ENSG00000118557	ENST00000537792	ENSP00000443366
ENSG00000118557	ENST00000537465	ENSP00000443817
ENSG00000118557	ENST00000237353	ENSP00000237353
ENSG00000118557	ENST00000379073	ENSP00000368364
ENSG00000118557	ENST00000537392	ENSP00000439564
ENSG00000118557	ENST00000535461	ENSP00000444953
ENSG00000118557	ENST00000539172	ENSP00000440941
ENSG00000118557	ENST00000543746	
ENSG00000118557	ENST00000536211	ENSP00000439841
ENSG00000118557	ENST00000540440	ENSP00000440755
ENSG00000118557	ENST00000355636	ENSP00000347854
ENSG00000222440	ENST00000410508	
ENSG00000243064	ENST00000463099	
ENSG00000079950	ENST00000367941	ENSP00000356918
ENSG00000079950	ENST00000367937	ENSP00000356914
ENSG00000079950	ENST00000448348	
ENSG00000079950	ENST00000475879	
ENSG00000212495	ENST00000391193	
ENSG00000268486	ENST00000623392	
ENSG00000200422	ENST00000363552	
ENSG00000181090	ENST00000460843	ENSP00000417980
ENSG00000181090	ENST00000462484	ENSP00000417328
ENSG00000181090	ENST00000371394	ENSP00000485945
ENSG00000181090	ENST00000630754	ENSP00000485933
ENSG00000181090	ENST00000626216	ENSP00000485878
ENSG00000181090	ENST00000637593	
ENSG00000181090	ENST00000629335	ENSP00000490056
ENSG00000181090	ENST00000637335	
ENSG00000181090	ENST00000636376	
ENSG00000181090	ENST00000637655	
ENSG00000181090	ENST00000636027	ENSP00000489961
ENSG00000181090	ENST00000492232	ENSP00000486580
ENSG00000181090	ENST00000460486	ENSP00000486969
ENSG00000181090	ENST00000636081	
ENSG00000181090	ENST00000637161	ENSP00000490328
ENSG00000181090	ENST00000629417	ENSP00000486857
ENSG00000181090	ENST00000637662	
ENSG00000181090	ENST00000636186	
ENSG00000181090	ENST00000637261	ENSP00000490815
ENSG00000181090	ENST00000637977	ENSP00000490714
ENSG00000181090	ENST00000626066	ENSP00000485900
ENSG00000181090	ENST00000638071	ENSP00000490417
ENSG00000181090	ENST00000495657	
ENSG00000181090	ENST00000637318	ENSP00000490611
ENSG00000181090	ENST00000478940	ENSP00000490732
ENSG00000181090	ENST00000640639	ENSP00000491823
ENSG00000181090	ENST00000629808	ENSP00000485947
ENSG00000181090	ENST00000462942	ENSP00000436107
ENSG00000181090	ENST00000465566	ENSP00000486261
ENSG00000181090	ENST00000637891	ENSP00000490907
ENSG00000181090	ENST00000637949	ENSP00000489786
ENSG00000181090	ENST00000493484	ENSP00000486503
ENSG00000181090	ENST00000482340	ENSP00000486748
ENSG00000181090	ENST00000636565	
ENSG00000181090	ENST00000486164	ENSP00000486127
ENSG00000181090	ENST00000637277	
ENSG00000181090	ENST00000635783	
ENSG00000181090	ENST00000488242	
ENSG00000181090	ENST00000483653	
ENSG00000181090	ENST00000637407	
ENSG00000181090	ENST00000636463	
ENSG00000181090	ENST00000494249	
ENSG00000181090	ENST00000635987	
ENSG00000181090	ENST00000637748	
ENSG00000181090	ENST00000635741	
ENSG00000181090	ENST00000475564	
ENSG00000181090	ENST00000637784	
ENSG00000181090	ENST00000636472	
ENSG00000181090	ENST00000636526	
ENSG00000181090	ENST00000472849	
ENSG00000181090	ENST00000637287	
ENSG00000181090	ENST00000475704	
ENSG00000277717	ENST00000619194	
ENSG00000201567	ENST00000364697	
ENSG00000221187	ENST00000408260	
ENSG00000252016	ENST00000516207	
ENSG00000290438	ENST00000623586	
ENSG00000290438	ENST00000594133	
ENSG00000283242	ENST00000638003	
ENSG00000207995	ENST00000385260	
ENSG00000201271	ENST00000364401	
ENSG00000223259	ENST00000411327	
ENSG00000199051	ENST00000362181	
ENSG00000202410	ENST00000365540	
ENSG00000282355	ENST00000632904	
ENSG00000282355	ENST00000630910	
ENSG00000199567	ENST00000362697	
ENSG00000206826	ENST00000384099	
ENSG00000212546	ENST00000391244	
ENSG00000252810	ENST00000517001	
ENSG00000212623	ENST00000391321	
ENSG00000282438	ENST00000631586	
ENSG00000222667	ENST00000410735	
ENSG00000252296	ENST00000516487	
ENSG00000282441	ENST00000632602	
ENSG00000239827	ENST00000604259	
ENSG00000223260	ENST00000411328	
ENSG00000202407	ENST00000365537	
ENSG00000239008	ENST00000459070	
ENSG00000201443	ENST00000364573	
ENSG00000256995	ENST00000413794	
ENSG00000256995	ENST00000536744	
ENSG00000256995	ENST00000629824	
ENSG00000256995	ENST00000628326	
ENSG00000256995	ENST00000590328	
ENSG00000256995	ENST00000590955	
ENSG00000256995	ENST00000538317	
ENSG00000256995	ENST00000593117	
ENSG00000256995	ENST00000629078	
ENSG00000256995	ENST00000540895	
ENSG00000256995	ENST00000651851	
ENSG00000256995	ENST00000540994	
ENSG00000256995	ENST00000660841	
ENSG00000256995	ENST00000541288	
ENSG00000256995	ENST00000534841	
ENSG00000256995	ENST00000625240	
ENSG00000207426	ENST00000384695	
ENSG00000276130	ENST00000622105	ENSP00000482330
ENSG00000276130	ENST00000610526	ENSP00000479357
ENSG00000276130	ENST00000615661	ENSP00000480848
ENSG00000276130	ENST00000631887	ENSP00000488483
ENSG00000276130	ENST00000632784	ENSP00000488029
ENSG00000276130	ENST00000632300	
ENSG00000276130	ENST00000632482	
ENSG00000276130	ENST00000632956	
ENSG00000276130	ENST00000632287	
ENSG00000276130	ENST00000631493	
ENSG00000276130	ENST00000633892	
ENSG00000276130	ENST00000634008	
ENSG00000276130	ENST00000633340	
ENSG00000277900	ENST00000619127	
ENSG00000275110	ENST00000611066	
ENSG00000222122	ENST00000410190	
ENSG00000290464	ENST00000633814	
ENSG00000290464	ENST00000632487	
ENSG00000290464	ENST00000304932	
ENSG00000290464	ENST00000632751	
ENSG00000265260	ENST00000464966	
ENSG00000271907	ENST00000607417	
ENSG00000285180	ENST00000645016	
ENSG00000212241	ENST00000390939	
ENSG00000284890	ENST00000646882	
ENSG00000252441	ENST00000516632	
ENSG00000288058	ENST00000655582	
ENSG00000207515	ENST00000384784	
ENSG00000285421	ENST00000646162	
ENSG00000207363	ENST00000384633	
ENSG00000212517	ENST00000391215	
ENSG00000242998	ENST00000479912	
ENSG00000285516	ENST00000643677	ENSP00000495238
ENSG00000285516	ENST00000643618	ENSP00000493849
ENSG00000285516	ENST00000647397	ENSP00000494766
ENSG00000285516	ENST00000645789	
ENSG00000285516	ENST00000643212	
ENSG00000285516	ENST00000646420	ENSP00000495670
ENSG00000285516	ENST00000642929	ENSP00000494592
ENSG00000285516	ENST00000644696	ENSP00000494081
ENSG00000285516	ENST00000646644	ENSP00000493757
ENSG00000285516	ENST00000645918	
ENSG00000206752	ENST00000384025	
ENSG00000263515	ENST00000408286	
ENSG00000290476	ENST00000652519	
ENSG00000290476	ENST00000432905	
ENSG00000290476	ENST00000379515	
ENSG00000290476	ENST00000633547	
ENSG00000101290	ENST00000467923	
ENSG00000101290	ENST00000450570	ENSP00000403205
ENSG00000101290	ENST00000460006	ENSP00000419879
ENSG00000101290	ENST00000468817	
ENSG00000101290	ENST00000486875	
ENSG00000101290	ENST00000379070	
ENSG00000207033	ENST00000384306	
ENSG00000249624	ENST00000683116	ENSP00000508125
ENSG00000249624	ENST00000646150	ENSP00000496248
ENSG00000249624	ENST00000682009	ENSP00000506919
ENSG00000249624	ENST00000433395	ENSP00000388223
ENSG00000249624	ENST00000432231	ENSP00000413946
ENSG00000265456	ENST00000584290	
ENSG00000206862	ENST00000384135	
ENSG00000212321	ENST00000391019	
ENSG00000252930	ENST00000517121	
ENSG00000207100	ENST00000384372	
ENSG00000221463	ENST00000408536	
ENSG00000252163	ENST00000516354	
ENSG00000216060	ENST00000401241	
ENSG00000207041	ENST00000384314	
ENSG00000199878	ENST00000363008	
ENSG00000201594	ENST00000364724	
ENSG00000196593	ENST00000602724	
ENSG00000281764	ENST00000630776	
ENSG00000201000	ENST00000364130	
ENSG00000207866	ENST00000385131	
ENSG00000207868	ENST00000385133	
ENSG00000202473	ENST00000365603	
ENSG00000290621	ENST00000666000	
ENSG00000290621	ENST00000655985	
ENSG00000290621	ENST00000667938	
ENSG00000221081	ENST00000408154	
ENSG00000239579	ENST00000460434	
ENSG00000252219	ENST00000516410	
ENSG00000286783	ENST00000664424	
ENSG00000207867	ENST00000385132	
ENSG00000281876	ENST00000626770	
ENSG00000216075	ENST00000401256	
ENSG00000222114	ENST00000410182	
ENSG00000216005	ENST00000401186	
ENSG00000281518	ENST00000643531	ENSP00000493960
ENSG00000281518	ENST00000710352	ENSP00000518223
ENSG00000215943	ENST00000401124	
ENSG00000216098	ENST00000401279	
ENSG00000216064	ENST00000401245	
ENSG00000202199	ENST00000365329	
ENSG00000207641	ENST00000384909	
ENSG00000227438	ENST00000454245	
ENSG00000216056	ENST00000401237	
ENSG00000199424	ENST00000362554	
ENSG00000285576	ENST00000453638	
ENSG00000290704	ENST00000595532	
ENSG00000278381	ENST00000613704	
ENSG00000265789	ENST00000579077	
ENSG00000278724	ENST00000615501	
ENSG00000227874	ENST00000435181	
ENSG00000275989	ENST00000615151	
ENSG00000222313	ENST00000410381	
ENSG00000290807	ENST00000652145	
ENSG00000290807	ENST00000651843	
ENSG00000214319	ENST00000398098	
ENSG00000279773	ENST00000624520	
ENSG00000201912	ENST00000365042	
ENSG00000273692	ENST00000619798	
ENSG00000216171	ENST00000401352	
ENSG00000278618	ENST00000621412	
ENSG00000207871	ENST00000385136	
ENSG00000229231	ENST00000431297	
ENSG00000207873	ENST00000385138	
ENSG00000207984	ENST00000385249	
ENSG00000224922	ENST00000444356	
ENSG00000207731	ENST00000384998	
ENSG00000207969	ENST00000385234	
ENSG00000173231	ENST00000311003	
ENSG00000207589	ENST00000384857	
ENSG00000225760	ENST00000636375	
ENSG00000252583	ENST00000516774	
ENSG00000232797	ENST00000443486	
ENSG00000212013	ENST00000390724	
ENSG00000290808	ENST00000440735	
ENSG00000224860	ENST00000433312	
ENSG00000212014	ENST00000390725	
ENSG00000208000	ENST00000385265	
ENSG00000215562	ENST00000400583	
ENSG00000202051	ENST00000365181	
ENSG00000234538	ENST00000453500	
ENSG00000237623	ENST00000423038	
ENSG00000244471	ENST00000441562	
ENSG00000290541	ENST00000428301	
ENSG00000290541	ENST00000436765	
ENSG00000266158	ENST00000578437	
ENSG00000203402	ENST00000366224	
ENSG00000250299	ENST00000509685	
ENSG00000221459	ENST00000408532	
ENSG00000260640	ENST00000569849	
ENSG00000232009	ENST00000442314	
ENSG00000226556	ENST00000448027	
ENSG00000277605	ENST00000620748	
ENSG00000253784	ENST00000523881	
ENSG00000111405	ENST00000229003	ENSP00000229003
ENSG00000111405	ENST00000422538	ENSP00000397679
ENSG00000111405	ENST00000545824	ENSP00000445004
ENSG00000111405	ENST00000551186	
ENSG00000196741	ENST00000624822	
ENSG00000196741	ENST00000357412	
ENSG00000289133	ENST00000616818	
ENSG00000290911	ENST00000689689	
ENSG00000290911	ENST00000691149	
ENSG00000290911	ENST00000693255	
ENSG00000290911	ENST00000691664	
ENSG00000290911	ENST00000688909	
ENSG00000290911	ENST00000685200	
ENSG00000290911	ENST00000692035	
ENSG00000228314	ENST00000420685	
ENSG00000235636	ENST00000446295	
ENSG00000230965	ENST00000412442	
ENSG00000290581	ENST00000442192	
ENSG00000008056	ENST00000295987	ENSP00000295987
ENSG00000008056	ENST00000340666	ENSP00000343206
ENSG00000008056	ENST00000640721	ENSP00000492857
ENSG00000008056	ENST00000639776	ENSP00000492521
ENSG00000008056	ENST00000638337	
ENSG00000274052	ENST00000400303	
ENSG00000215559	ENST00000451663	
ENSG00000290963	ENST00000650614	
ENSG00000219926	ENST00000400311	
ENSG00000290964	ENST00000450029	
ENSG00000290964	ENST00000607822	
ENSG00000290964	ENST00000606050	
ENSG00000290964	ENST00000606894	
ENSG00000290964	ENST00000641745	
ENSG00000110442	ENST00000355500	
ENSG00000110442	ENST00000263401	ENSP00000263401
ENSG00000110442	ENST00000533308	
ENSG00000110442	ENST00000452374	ENSP00000392510
ENSG00000110442	ENST00000532705	ENSP00000435599
ENSG00000110442	ENST00000533643	
ENSG00000110442	ENST00000528608	
ENSG00000110442	ENST00000526789	
ENSG00000104517	ENST00000520539	ENSP00000429084
ENSG00000104517	ENST00000220959	ENSP00000220959
ENSG00000104517	ENST00000517465	
ENSG00000104517	ENST00000518205	ENSP00000428693
ENSG00000104517	ENST00000521922	ENSP00000427819
ENSG00000104517	ENST00000521767	
ENSG00000104517	ENST00000521312	
ENSG00000104517	ENST00000521566	ENSP00000428062
ENSG00000104517	ENST00000519528	
ENSG00000104517	ENST00000520898	ENSP00000429127
ENSG00000104517	ENST00000519365	ENSP00000428138
ENSG00000104517	ENST00000518145	
ENSG00000104517	ENST00000522327	
ENSG00000243406	ENST00000423686	
ENSG00000220311	ENST00000404414	
ENSG00000146410	ENST00000451457	ENSP00000407010
ENSG00000146410	ENST00000367784	ENSP00000356758
ENSG00000146410	ENST00000420702	ENSP00000395232
ENSG00000146410	ENST00000532958	ENSP00000435348
ENSG00000146410	ENST00000418509	ENSP00000410861
ENSG00000146410	ENST00000445767	
ENSG00000146410	ENST00000527338	
ENSG00000291280	ENST00000428576	
ENSG00000291280	ENST00000432875	
ENSG00000291280	ENST00000429521	
ENSG00000291280	ENST00000344693	
ENSG00000253771	ENST00000435256	
ENSG00000291041	ENST00000690064	
ENSG00000291041	ENST00000429698	
ENSG00000291041	ENST00000692241	
ENSG00000291041	ENST00000692136	
ENSG00000291041	ENST00000688382	
ENSG00000291041	ENST00000688349	
ENSG00000291041	ENST00000434100	
ENSG00000291041	ENST00000649209	
ENSG00000291041	ENST00000687945	
ENSG00000291041	ENST00000692717	
ENSG00000291041	ENST00000688513	
ENSG00000291041	ENST00000685124	
ENSG00000291041	ENST00000381871	
ENSG00000291041	ENST00000688575	
ENSG00000291041	ENST00000700851	
ENSG00000291041	ENST00000700979	
ENSG00000291041	ENST00000701112	
ENSG00000258539	ENST00000494792	ENSP00000455755
ENSG00000233325	ENST00000412105	
ENSG00000291046	ENST00000700716	
ENSG00000291046	ENST00000700717	
ENSG00000291046	ENST00000691775	
ENSG00000291046	ENST00000700718	
ENSG00000291046	ENST00000424756	
ENSG00000291046	ENST00000700719	
ENSG00000291046	ENST00000700720	
ENSG00000291046	ENST00000700721	
ENSG00000291046	ENST00000700879	
ENSG00000291046	ENST00000701043	
ENSG00000274461	ENST00000613658	
ENSG00000274461	ENST00000617518	
ENSG00000274461	ENST00000618591	
ENSG00000274461	ENST00000661212	
ENSG00000274461	ENST00000659883	
ENSG00000274461	ENST00000665554	
ENSG00000274461	ENST00000667515	
ENSG00000274461	ENST00000655330	
ENSG00000274461	ENST00000663713	
ENSG00000274461	ENST00000657662	
ENSG00000274461	ENST00000659044	
ENSG00000260972	ENST00000564261	
ENSG00000227922	ENST00000450718	
ENSG00000285746	ENST00000648764	
ENSG00000224340	ENST00000456484	
ENSG00000226374	ENST00000635247	
ENSG00000226374	ENST00000635127	
ENSG00000226374	ENST00000425194	
ENSG00000226374	ENST00000671015	
ENSG00000226117	ENST00000422019	
ENSG00000266325	ENST00000578708	
ENSG00000283381	ENST00000637860	
ENSG00000225579	ENST00000667150	
ENSG00000225579	ENST00000664378	
ENSG00000225579	ENST00000422405	
ENSG00000203616	ENST00000366423	
ENSG00000224905	ENST00000653756	
ENSG00000224905	ENST00000448463	
ENSG00000224905	ENST00000690295	
ENSG00000224905	ENST00000428809	
ENSG00000224905	ENST00000432621	
ENSG00000229280	ENST00000449232	
ENSG00000203837	ENST00000369230	ENSP00000358232
ENSG00000142655	ENST00000472851	
ENSG00000142655	ENST00000356607	ENSP00000349016
ENSG00000142655	ENST00000491661	ENSP00000465473
ENSG00000142655	ENST00000492696	
ENSG00000136160	ENST00000377211	ENSP00000366416
ENSG00000136160	ENST00000646948	ENSP00000493895
ENSG00000136160	ENST00000646607	ENSP00000493527
ENSG00000136160	ENST00000646605	ENSP00000494278
ENSG00000136160	ENST00000626030	ENSP00000486202
ENSG00000136160	ENST00000475537	ENSP00000487082
ENSG00000136160	ENST00000645696	ENSP00000495984
ENSG00000136160	ENST00000643890	ENSP00000495815
ENSG00000141738	ENST00000577695	ENSP00000463416
ENSG00000141738	ENST00000309156	ENSP00000310771
ENSG00000141738	ENST00000485182	
ENSG00000141738	ENST00000583813	ENSP00000463126
ENSG00000141738	ENST00000584853	
ENSG00000141738	ENST00000584819	
ENSG00000141738	ENST00000394211	ENSP00000377761
ENSG00000141738	ENST00000578702	
ENSG00000141738	ENST00000445327	ENSP00000403459
ENSG00000141738	ENST00000394209	ENSP00000377759
ENSG00000141738	ENST00000584053	
ENSG00000141738	ENST00000394204	ENSP00000377754
ENSG00000141738	ENST00000461756	
ENSG00000141738	ENST00000473071	
ENSG00000223884	ENST00000649356	
ENSG00000223884	ENST00000415520	
ENSG00000223884	ENST00000428379	
ENSG00000223884	ENST00000647671	
ENSG00000223884	ENST00000664324	
ENSG00000274454	ENST00000613450	
ENSG00000274454	ENST00000634026	
ENSG00000274454	ENST00000616111	
ENSG00000234796	ENST00000427019	
ENSG00000225022	ENST00000436669	
ENSG00000272002	ENST00000606959	
ENSG00000101292	ENST00000678254	ENSP00000504128
ENSG00000101292	ENST00000217270	ENSP00000217270
ENSG00000101292	ENST00000678059	ENSP00000503366
ENSG00000235078	ENST00000450917	
ENSG00000256640	ENST00000541141	
ENSG00000291052	ENST00000429114	
ENSG00000291052	ENST00000482980	
ENSG00000291052	ENST00000701466	
ENSG00000291052	ENST00000690887	
ENSG00000291052	ENST00000467409	
ENSG00000291052	ENST00000692080	
ENSG00000291052	ENST00000690235	
ENSG00000291052	ENST00000481582	
ENSG00000291052	ENST00000685452	
ENSG00000291052	ENST00000689702	
ENSG00000291052	ENST00000691950	
ENSG00000291052	ENST00000701605	
ENSG00000291052	ENST00000471902	
ENSG00000291052	ENST00000701596	
ENSG00000291052	ENST00000688378	
ENSG00000291052	ENST00000690439	
ENSG00000291052	ENST00000701540	
ENSG00000291052	ENST00000701615	
ENSG00000291052	ENST00000688334	
ENSG00000200313	ENST00000363443	
ENSG00000255991	ENST00000396414	
ENSG00000276688	ENST00000611223	
ENSG00000278855	ENST00000610870	
ENSG00000226995	ENST00000665791	
ENSG00000226995	ENST00000668033	
ENSG00000226995	ENST00000665811	
ENSG00000226995	ENST00000659505	
ENSG00000226995	ENST00000666637	
ENSG00000226995	ENST00000651363	
ENSG00000226995	ENST00000666888	
ENSG00000226995	ENST00000599273	
ENSG00000226995	ENST00000665203	
ENSG00000226995	ENST00000669296	
ENSG00000226995	ENST00000593667	
ENSG00000226995	ENST00000665426	
ENSG00000226995	ENST00000661909	
ENSG00000226995	ENST00000663728	
ENSG00000226995	ENST00000653999	
ENSG00000226995	ENST00000663522	
ENSG00000226995	ENST00000663916	
ENSG00000226995	ENST00000664972	
ENSG00000226995	ENST00000670106	
ENSG00000226995	ENST00000664467	
ENSG00000226995	ENST00000656534	
ENSG00000226995	ENST00000414677	
ENSG00000226995	ENST00000658725	
ENSG00000226995	ENST00000654514	
ENSG00000226995	ENST00000663995	
ENSG00000226995	ENST00000656899	
ENSG00000226995	ENST00000655376	
ENSG00000226995	ENST00000664317	
ENSG00000226995	ENST00000667166	
ENSG00000226995	ENST00000669067	
ENSG00000226995	ENST00000654489	
ENSG00000226995	ENST00000670531	
ENSG00000226995	ENST00000654250	
ENSG00000226995	ENST00000656400	
ENSG00000226995	ENST00000657133	
ENSG00000226995	ENST00000669038	
ENSG00000226995	ENST00000656275	
ENSG00000226995	ENST00000665611	
ENSG00000226995	ENST00000653836	
ENSG00000226995	ENST00000653876	
ENSG00000226995	ENST00000422352	
ENSG00000226995	ENST00000654287	
ENSG00000226995	ENST00000420529	
ENSG00000226995	ENST00000653249	
ENSG00000226995	ENST00000658058	
ENSG00000226995	ENST00000664898	
ENSG00000226995	ENST00000669847	
ENSG00000226995	ENST00000656638	
ENSG00000226995	ENST00000671629	
ENSG00000226995	ENST00000654309	
ENSG00000226995	ENST00000600157	
ENSG00000226995	ENST00000668401	
ENSG00000226995	ENST00000609252	
ENSG00000226995	ENST00000666158	
ENSG00000226995	ENST00000669585	
ENSG00000226995	ENST00000657840	
ENSG00000226995	ENST00000660117	
ENSG00000226995	ENST00000666761	
ENSG00000188375	ENST00000340398	ENSP00000339835
ENSG00000171865	ENST00000436842	ENSP00000404926
